,NO.,DATE,TIME,TEMPERATURE,RELATIVE-HUMIDITY,DEW-POINT,GPP,DATETIME
3294,3295,03-15-2022,04:13:17,27.0,13.7,-3.0,21.0,2022-03-15 04:13:17
3295,3296,03-15-2022,04:14:17,27.1,13.6,-3.0,21.0,2022-03-15 04:14:17
3296,3297,03-15-2022,04:15:17,27.1,13.6,-3.0,21.0,2022-03-15 04:15:17
3297,3298,03-15-2022,04:16:17,27.1,13.5,-3.1,20.9,2022-03-15 04:16:17
3298,3299,03-15-2022,04:17:17,27.2,13.5,-3.0,21.0,2022-03-15 04:17:17
3299,3300,03-15-2022,04:18:17,27.2,13.5,-3.0,21.0,2022-03-15 04:18:17
3300,3301,03-15-2022,04:19:17,27.2,13.4,-3.1,20.8,2022-03-15 04:19:17
3301,3302,03-15-2022,04:20:17,27.3,13.4,-3.0,20.9,2022-03-15 04:20:17
3302,3303,03-15-2022,04:21:17,27.3,13.4,-3.0,20.9,2022-03-15 04:21:17
3303,3304,03-15-2022,04:22:17,27.3,13.2,-3.2,20.6,2022-03-15 04:22:17
3304,3305,03-15-2022,04:23:17,27.3,13.3,-3.1,20.8,2022-03-15 04:23:17
3305,3306,03-15-2022,04:24:17,27.3,13.3,-3.1,20.8,2022-03-15 04:24:17
3306,3307,03-15-2022,04:25:17,27.3,13.2,-3.2,20.6,2022-03-15 04:25:17
3307,3308,03-15-2022,04:26:17,27.3,13.2,-3.2,20.6,2022-03-15 04:26:17
3308,3309,03-15-2022,04:27:17,27.3,13.2,-3.2,20.6,2022-03-15 04:27:17
3309,3310,03-15-2022,04:28:17,27.3,13.2,-3.2,20.6,2022-03-15 04:28:17
3310,3311,03-15-2022,04:29:17,27.2,13.2,-3.3,20.5,2022-03-15 04:29:17
3311,3312,03-15-2022,04:30:17,27.2,13.2,-3.3,20.5,2022-03-15 04:30:17
3312,3313,03-15-2022,04:31:17,27.2,13.3,-3.2,20.7,2022-03-15 04:31:17
3313,3314,03-15-2022,04:32:17,27.2,13.3,-3.2,20.7,2022-03-15 04:32:17
3314,3315,03-15-2022,04:33:17,27.2,13.2,-3.3,20.5,2022-03-15 04:33:17
3315,3316,03-15-2022,04:34:17,27.2,13.3,-3.2,20.7,2022-03-15 04:34:17
3316,3317,03-15-2022,04:35:17,27.1,13.3,-3.3,20.5,2022-03-15 04:35:17
3317,3318,03-15-2022,04:36:17,27.1,13.3,-3.3,20.5,2022-03-15 04:36:17
3318,3319,03-15-2022,04:37:17,27.1,13.3,-3.3,20.5,2022-03-15 04:37:17
3319,3320,03-15-2022,04:38:17,27.1,13.3,-3.3,20.5,2022-03-15 04:38:17
3320,3321,03-15-2022,04:39:17,27.0,13.3,-3.4,20.4,2022-03-15 04:39:17
3321,3322,03-15-2022,04:40:17,27.0,13.4,-3.3,20.6,2022-03-15 04:40:17
3322,3323,03-15-2022,04:41:17,27.0,13.4,-3.3,20.6,2022-03-15 04:41:17
3323,3324,03-15-2022,04:42:17,26.9,13.4,-3.4,20.5,2022-03-15 04:42:17
3324,3325,03-15-2022,04:43:17,26.9,13.4,-3.4,20.5,2022-03-15 04:43:17
3325,3326,03-15-2022,04:44:17,26.9,13.5,-3.3,20.6,2022-03-15 04:44:17
3326,3327,03-15-2022,04:45:17,26.9,13.5,-3.3,20.6,2022-03-15 04:45:17
3327,3328,03-15-2022,04:46:17,26.9,13.5,-3.3,20.6,2022-03-15 04:46:17
3328,3329,03-15-2022,04:47:17,26.8,13.4,-3.4,20.3,2022-03-15 04:47:17
3329,3330,03-15-2022,04:48:17,26.8,13.5,-3.3,20.5,2022-03-15 04:48:17
3330,3331,03-15-2022,04:49:17,26.8,13.5,-3.3,20.5,2022-03-15 04:49:17
3331,3332,03-15-2022,04:50:17,26.8,13.6,-3.2,20.6,2022-03-15 04:50:17
3332,3333,03-15-2022,04:51:17,26.7,13.6,-3.3,20.5,2022-03-15 04:51:17
3333,3334,03-15-2022,04:52:17,26.7,13.6,-3.3,20.5,2022-03-15 04:52:17
3334,3335,03-15-2022,04:53:17,26.7,13.6,-3.3,20.5,2022-03-15 04:53:17
3335,3336,03-15-2022,04:54:17,26.7,13.6,-3.3,20.5,2022-03-15 04:54:17
3336,3337,03-15-2022,04:55:17,26.6,13.6,-3.4,20.4,2022-03-15 04:55:17
3337,3338,03-15-2022,04:56:17,26.6,13.6,-3.4,20.4,2022-03-15 04:56:17
3338,3339,03-15-2022,04:57:17,26.6,13.6,-3.4,20.4,2022-03-15 04:57:17
3339,3340,03-15-2022,04:58:17,26.6,13.6,-3.4,20.4,2022-03-15 04:58:17
3340,3341,03-15-2022,04:59:17,26.6,13.7,-3.3,20.5,2022-03-15 04:59:17
3341,3342,03-15-2022,05:00:17,26.5,13.6,-3.5,20.3,2022-03-15 05:00:17
3342,3343,03-15-2022,05:01:17,26.5,13.7,-3.4,20.4,2022-03-15 05:01:17
3343,3344,03-15-2022,05:02:17,26.5,13.7,-3.4,20.4,2022-03-15 05:02:17
3344,3345,03-15-2022,05:03:17,26.5,13.7,-3.4,20.4,2022-03-15 05:03:17
3345,3346,03-15-2022,05:04:17,26.5,13.7,-3.4,20.4,2022-03-15 05:04:17
3346,3347,03-15-2022,05:05:17,26.4,13.7,-3.5,20.3,2022-03-15 05:05:17
3347,3348,03-15-2022,05:06:17,26.4,13.8,-3.4,20.5,2022-03-15 05:06:17
3348,3349,03-15-2022,05:07:17,26.4,13.8,-3.4,20.5,2022-03-15 05:07:17
3349,3350,03-15-2022,05:08:17,26.4,13.8,-3.4,20.5,2022-03-15 05:08:17
3350,3351,03-15-2022,05:09:17,26.4,13.8,-3.4,20.5,2022-03-15 05:09:17
3351,3352,03-15-2022,05:10:17,26.5,13.8,-3.3,20.6,2022-03-15 05:10:17
3352,3353,03-15-2022,05:11:17,26.5,13.8,-3.3,20.6,2022-03-15 05:11:17
3353,3354,03-15-2022,05:12:17,26.5,13.8,-3.3,20.6,2022-03-15 05:12:17
3354,3355,03-15-2022,05:13:17,26.5,13.9,-3.2,20.7,2022-03-15 05:13:17
3355,3356,03-15-2022,05:14:17,26.5,13.8,-3.3,20.6,2022-03-15 05:14:17
3356,3357,03-15-2022,05:15:17,26.5,13.8,-3.3,20.6,2022-03-15 05:15:17
3357,3358,03-15-2022,05:16:17,26.6,13.8,-3.2,20.7,2022-03-15 05:16:17
3358,3359,03-15-2022,05:17:17,26.6,13.8,-3.2,20.7,2022-03-15 05:17:17
3359,3360,03-15-2022,05:18:17,26.7,13.8,-3.1,20.8,2022-03-15 05:18:17
3360,3361,03-15-2022,05:19:17,26.7,13.8,-3.1,20.8,2022-03-15 05:19:17
3361,3362,03-15-2022,05:20:17,26.7,13.7,-3.2,20.7,2022-03-15 05:20:17
3362,3363,03-15-2022,05:21:17,26.8,13.8,-3.0,20.9,2022-03-15 05:21:17
3363,3364,03-15-2022,05:22:17,26.8,13.7,-3.1,20.8,2022-03-15 05:22:17
3364,3365,03-15-2022,05:23:17,26.9,13.7,-3.1,20.9,2022-03-15 05:23:17
3365,3366,03-15-2022,05:24:17,26.9,13.7,-3.1,20.9,2022-03-15 05:24:17
3366,3367,03-15-2022,05:25:17,26.9,13.7,-3.1,20.9,2022-03-15 05:25:17
3367,3368,03-15-2022,05:26:17,27.0,13.7,-3.0,21.0,2022-03-15 05:26:17
3368,3369,03-15-2022,05:27:17,27.0,13.6,-3.1,20.9,2022-03-15 05:27:17
3369,3370,03-15-2022,05:28:17,27.1,13.6,-3.0,21.0,2022-03-15 05:28:17
3370,3371,03-15-2022,05:29:17,27.1,13.6,-3.0,21.0,2022-03-15 05:29:17
3371,3372,03-15-2022,05:30:17,27.2,13.6,-2.9,21.1,2022-03-15 05:30:17
3372,3373,03-15-2022,05:31:17,27.2,13.6,-2.9,21.1,2022-03-15 05:31:17
3373,3374,03-15-2022,05:32:17,27.2,13.5,-3.0,21.0,2022-03-15 05:32:17
3374,3375,03-15-2022,05:33:17,27.3,13.5,-2.9,21.1,2022-03-15 05:33:17
3375,3376,03-15-2022,05:34:17,27.3,13.5,-2.9,21.1,2022-03-15 05:34:17
3376,3377,03-15-2022,05:35:17,27.3,13.5,-2.9,21.1,2022-03-15 05:35:17
3377,3378,03-15-2022,05:36:17,27.4,13.5,-2.9,21.2,2022-03-15 05:36:17
3378,3379,03-15-2022,05:37:17,27.4,13.4,-3.0,21.1,2022-03-15 05:37:17
3379,3380,03-15-2022,05:38:17,27.5,13.4,-2.9,21.2,2022-03-15 05:38:17
3380,3381,03-15-2022,05:39:17,27.5,13.4,-2.9,21.2,2022-03-15 05:39:17
3381,3382,03-15-2022,05:40:17,27.5,13.3,-3.0,21.0,2022-03-15 05:40:17
3382,3383,03-15-2022,05:41:17,27.5,13.3,-3.0,21.0,2022-03-15 05:41:17
3383,3384,03-15-2022,05:42:17,27.6,13.2,-3.0,21.0,2022-03-15 05:42:17
3384,3385,03-15-2022,05:43:17,27.6,13.2,-3.0,21.0,2022-03-15 05:43:17
3385,3386,03-15-2022,05:44:17,27.7,13.2,-2.9,21.1,2022-03-15 05:44:17
3386,3387,03-15-2022,05:45:17,27.7,13.2,-2.9,21.1,2022-03-15 05:45:17
3387,3388,03-15-2022,05:46:17,27.7,13.1,-3.0,21.0,2022-03-15 05:46:17
3388,3389,03-15-2022,05:47:17,27.8,13.1,-3.0,21.1,2022-03-15 05:47:17
3389,3390,03-15-2022,05:48:17,27.8,13.1,-3.0,21.1,2022-03-15 05:48:17
3390,3391,03-15-2022,05:49:17,27.8,13.1,-3.0,21.1,2022-03-15 05:49:17
3391,3392,03-15-2022,05:50:17,27.9,13.0,-3.0,21.0,2022-03-15 05:50:17
3392,3393,03-15-2022,05:51:17,27.9,13.0,-3.0,21.0,2022-03-15 05:51:17
3393,3394,03-15-2022,05:52:17,27.9,13.0,-3.0,21.0,2022-03-15 05:52:17
3394,3395,03-15-2022,05:53:17,27.9,13.0,-3.0,21.0,2022-03-15 05:53:17
3395,3396,03-15-2022,05:54:17,28.0,12.9,-3.0,21.0,2022-03-15 05:54:17
3396,3397,03-15-2022,05:55:17,28.0,12.9,-3.0,21.0,2022-03-15 05:55:17
3397,3398,03-15-2022,05:56:17,28.0,12.8,-3.1,20.8,2022-03-15 05:56:17
3398,3399,03-15-2022,05:57:17,28.0,12.8,-3.1,20.8,2022-03-15 05:57:17
3399,3400,03-15-2022,05:58:17,28.0,12.7,-3.2,20.7,2022-03-15 05:58:17
3400,3401,03-15-2022,05:59:17,28.0,12.8,-3.1,20.8,2022-03-15 05:59:17
3401,3402,03-15-2022,06:00:17,28.0,12.8,-3.1,20.8,2022-03-15 06:00:17
3402,3403,03-15-2022,06:01:17,27.9,12.8,-3.2,20.7,2022-03-15 06:01:17
3403,3404,03-15-2022,06:02:17,27.9,12.8,-3.2,20.7,2022-03-15 06:02:17
3404,3405,03-15-2022,06:03:17,27.9,12.8,-3.2,20.7,2022-03-15 06:03:17
3405,3406,03-15-2022,06:04:17,27.8,12.8,-3.3,20.6,2022-03-15 06:04:17
3406,3407,03-15-2022,06:05:17,27.8,12.9,-3.2,20.8,2022-03-15 06:05:17
3407,3408,03-15-2022,06:06:17,27.8,13.0,-3.1,20.9,2022-03-15 06:06:17
3408,3409,03-15-2022,06:07:17,27.7,13.0,-3.1,20.8,2022-03-15 06:07:17
3409,3410,03-15-2022,06:08:17,27.7,13.1,-3.0,21.0,2022-03-15 06:08:17
3410,3411,03-15-2022,06:09:17,27.7,13.0,-3.1,20.8,2022-03-15 06:09:17
3411,3412,03-15-2022,06:10:17,27.6,13.1,-3.1,20.8,2022-03-15 06:10:17
3412,3413,03-15-2022,06:11:17,27.6,13.1,-3.1,20.8,2022-03-15 06:11:17
3413,3414,03-15-2022,06:12:17,27.6,13.0,-3.2,20.7,2022-03-15 06:12:17
3414,3415,03-15-2022,06:13:17,27.5,13.0,-3.3,20.6,2022-03-15 06:13:17
3415,3416,03-15-2022,06:14:17,27.5,13.0,-3.3,20.6,2022-03-15 06:14:17
3416,3417,03-15-2022,06:15:17,27.4,13.1,-3.3,20.6,2022-03-15 06:15:17
3417,3418,03-15-2022,06:16:17,27.4,13.1,-3.3,20.6,2022-03-15 06:16:17
3418,3419,03-15-2022,06:17:17,27.4,13.1,-3.3,20.6,2022-03-15 06:17:17
3419,3420,03-15-2022,06:18:17,27.4,13.1,-3.3,20.6,2022-03-15 06:18:17
3420,3421,03-15-2022,06:19:17,27.3,13.1,-3.3,20.5,2022-03-15 06:19:17
3421,3422,03-15-2022,06:20:17,27.3,13.2,-3.2,20.6,2022-03-15 06:20:17
3422,3423,03-15-2022,06:21:17,27.3,13.2,-3.2,20.6,2022-03-15 06:21:17
3423,3424,03-15-2022,06:22:17,27.3,13.2,-3.2,20.6,2022-03-15 06:22:17
3424,3425,03-15-2022,06:23:17,27.2,13.2,-3.3,20.5,2022-03-15 06:23:17
3425,3426,03-15-2022,06:24:17,27.2,13.3,-3.2,20.7,2022-03-15 06:24:17
3426,3427,03-15-2022,06:25:17,27.2,13.3,-3.2,20.7,2022-03-15 06:25:17
3427,3428,03-15-2022,06:26:17,27.2,13.4,-3.1,20.8,2022-03-15 06:26:17
3428,3429,03-15-2022,06:27:17,27.1,13.4,-3.2,20.7,2022-03-15 06:27:17
3429,3430,03-15-2022,06:28:17,27.1,13.4,-3.2,20.7,2022-03-15 06:28:17
3430,3431,03-15-2022,06:29:17,27.1,13.5,-3.1,20.9,2022-03-15 06:29:17
3431,3432,03-15-2022,06:30:17,27.1,13.5,-3.1,20.9,2022-03-15 06:30:17
3432,3433,03-15-2022,06:31:17,27.1,13.5,-3.1,20.9,2022-03-15 06:31:17
3433,3434,03-15-2022,06:32:17,27.0,13.4,-3.3,20.6,2022-03-15 06:32:17
3434,3435,03-15-2022,06:33:17,27.0,13.5,-3.2,20.7,2022-03-15 06:33:17
3435,3436,03-15-2022,06:34:17,27.0,13.5,-3.2,20.7,2022-03-15 06:34:17
3436,3437,03-15-2022,06:35:17,27.0,13.5,-3.2,20.7,2022-03-15 06:35:17
3437,3438,03-15-2022,06:36:17,27.0,13.5,-3.2,20.7,2022-03-15 06:36:17
3438,3439,03-15-2022,06:37:17,26.9,13.5,-3.3,20.6,2022-03-15 06:37:17
3439,3440,03-15-2022,06:38:17,26.9,13.5,-3.3,20.6,2022-03-15 06:38:17
3440,3441,03-15-2022,06:39:17,26.9,13.5,-3.3,20.6,2022-03-15 06:39:17
3441,3442,03-15-2022,06:40:17,26.9,13.6,-3.2,20.8,2022-03-15 06:40:17
3442,3443,03-15-2022,06:41:17,26.9,13.5,-3.3,20.6,2022-03-15 06:41:17
3443,3444,03-15-2022,06:42:17,26.9,13.6,-3.2,20.8,2022-03-15 06:42:17
3444,3445,03-15-2022,06:43:17,26.9,13.5,-3.3,20.6,2022-03-15 06:43:17
3445,3446,03-15-2022,06:44:17,26.8,13.6,-3.2,20.6,2022-03-15 06:44:17
3446,3447,03-15-2022,06:45:17,26.8,13.6,-3.2,20.6,2022-03-15 06:45:17
3447,3448,03-15-2022,06:46:17,26.8,13.6,-3.2,20.6,2022-03-15 06:46:17
3448,3449,03-15-2022,06:47:17,26.8,13.6,-3.2,20.6,2022-03-15 06:47:17
3449,3450,03-15-2022,06:48:17,26.8,13.7,-3.1,20.8,2022-03-15 06:48:17
3450,3451,03-15-2022,06:49:17,26.7,13.6,-3.3,20.5,2022-03-15 06:49:17
3451,3452,03-15-2022,06:50:17,26.8,13.7,-3.1,20.8,2022-03-15 06:50:17
3452,3453,03-15-2022,06:51:17,26.7,13.7,-3.2,20.7,2022-03-15 06:51:17
3453,3454,03-15-2022,06:52:17,26.7,13.7,-3.2,20.7,2022-03-15 06:52:17
3454,3455,03-15-2022,06:53:17,26.7,13.7,-3.2,20.7,2022-03-15 06:53:17
3455,3456,03-15-2022,06:54:17,26.7,13.8,-3.1,20.8,2022-03-15 06:54:17
3456,3457,03-15-2022,06:55:17,26.7,13.8,-3.1,20.8,2022-03-15 06:55:17
3457,3458,03-15-2022,06:56:17,26.7,13.8,-3.1,20.8,2022-03-15 06:56:17
3458,3459,03-15-2022,06:57:17,26.6,13.8,-3.2,20.7,2022-03-15 06:57:17
3459,3460,03-15-2022,06:58:17,26.6,13.8,-3.2,20.7,2022-03-15 06:58:17
3460,3461,03-15-2022,06:59:17,26.6,13.8,-3.2,20.7,2022-03-15 06:59:17
3461,3462,03-15-2022,07:00:17,26.6,13.8,-3.2,20.7,2022-03-15 07:00:17
3462,3463,03-15-2022,07:01:17,26.6,13.8,-3.2,20.7,2022-03-15 07:01:17
3463,3464,03-15-2022,07:02:17,26.5,13.8,-3.3,20.6,2022-03-15 07:02:17
3464,3465,03-15-2022,07:03:17,26.5,13.9,-3.2,20.7,2022-03-15 07:03:17
3465,3466,03-15-2022,07:04:17,26.5,13.9,-3.2,20.7,2022-03-15 07:04:17
3466,3467,03-15-2022,07:05:17,26.5,13.9,-3.2,20.7,2022-03-15 07:05:17
3467,3468,03-15-2022,07:06:17,26.5,14.0,-3.1,20.9,2022-03-15 07:06:17
3468,3469,03-15-2022,07:07:17,26.5,14.0,-3.1,20.9,2022-03-15 07:07:17
3469,3470,03-15-2022,07:08:17,26.5,14.0,-3.1,20.9,2022-03-15 07:08:17
3470,3471,03-15-2022,07:09:17,26.5,14.0,-3.1,20.9,2022-03-15 07:09:17
3471,3472,03-15-2022,07:10:17,26.4,14.0,-3.2,20.8,2022-03-15 07:10:17
3472,3473,03-15-2022,07:11:17,26.4,14.0,-3.2,20.8,2022-03-15 07:11:17
3473,3474,03-15-2022,07:12:17,26.4,14.1,-3.1,20.9,2022-03-15 07:12:17
3474,3475,03-15-2022,07:13:17,26.4,14.1,-3.1,20.9,2022-03-15 07:13:17
3475,3476,03-15-2022,07:14:17,26.4,14.1,-3.1,20.9,2022-03-15 07:14:17
3476,3477,03-15-2022,07:15:17,26.4,14.1,-3.1,20.9,2022-03-15 07:15:17
3477,3478,03-15-2022,07:16:17,26.4,14.2,-3.0,21.1,2022-03-15 07:16:17
3478,3479,03-15-2022,07:17:17,26.4,14.2,-3.0,21.1,2022-03-15 07:17:17
3479,3480,03-15-2022,07:18:17,26.4,14.2,-3.0,21.1,2022-03-15 07:18:17
3480,3481,03-15-2022,07:19:17,26.4,14.2,-3.0,21.1,2022-03-15 07:19:17
3481,3482,03-15-2022,07:20:17,26.4,14.3,-2.9,21.2,2022-03-15 07:20:17
3482,3483,03-15-2022,07:21:17,26.4,14.2,-3.0,21.1,2022-03-15 07:21:17
3483,3484,03-15-2022,07:22:17,26.4,14.3,-2.9,21.2,2022-03-15 07:22:17
3484,3485,03-15-2022,07:23:17,26.4,14.3,-2.9,21.2,2022-03-15 07:23:17
3485,3486,03-15-2022,07:24:17,26.4,14.3,-2.9,21.2,2022-03-15 07:24:17
3486,3487,03-15-2022,07:25:17,26.5,14.3,-2.8,21.3,2022-03-15 07:25:17
3487,3488,03-15-2022,07:26:17,26.5,14.3,-2.8,21.3,2022-03-15 07:26:17
3488,3489,03-15-2022,07:27:17,26.5,14.3,-2.8,21.3,2022-03-15 07:27:17
3489,3490,03-15-2022,07:28:17,26.5,14.3,-2.8,21.3,2022-03-15 07:28:17
3490,3491,03-15-2022,07:29:17,26.5,14.3,-2.8,21.3,2022-03-15 07:29:17
3491,3492,03-15-2022,07:30:17,26.5,14.2,-2.9,21.2,2022-03-15 07:30:17
3492,3493,03-15-2022,07:31:17,26.6,14.2,-2.8,21.3,2022-03-15 07:31:17
3493,3494,03-15-2022,07:32:17,26.6,14.2,-2.8,21.3,2022-03-15 07:32:17
3494,3495,03-15-2022,07:33:17,26.7,14.2,-2.7,21.4,2022-03-15 07:33:17
3495,3496,03-15-2022,07:34:17,26.7,14.2,-2.7,21.4,2022-03-15 07:34:17
3496,3497,03-15-2022,07:35:17,26.7,14.2,-2.7,21.4,2022-03-15 07:35:17
3497,3498,03-15-2022,07:36:17,26.7,14.2,-2.7,21.4,2022-03-15 07:36:17
3498,3499,03-15-2022,07:37:17,26.8,14.2,-2.7,21.6,2022-03-15 07:37:17
3499,3500,03-15-2022,07:38:17,26.8,14.1,-2.8,21.4,2022-03-15 07:38:17
3500,3501,03-15-2022,07:39:17,26.8,14.1,-2.8,21.4,2022-03-15 07:39:17
3501,3502,03-15-2022,07:40:17,26.9,14.2,-2.6,21.7,2022-03-15 07:40:17
3502,3503,03-15-2022,07:41:17,26.9,14.1,-2.7,21.5,2022-03-15 07:41:17
3503,3504,03-15-2022,07:42:17,27.0,14.1,-2.6,21.7,2022-03-15 07:42:17
3504,3505,03-15-2022,07:43:17,27.0,14.1,-2.6,21.7,2022-03-15 07:43:17
3505,3506,03-15-2022,07:44:17,27.0,14.1,-2.6,21.7,2022-03-15 07:44:17
3506,3507,03-15-2022,07:45:17,27.0,14.0,-2.7,21.5,2022-03-15 07:45:17
3507,3508,03-15-2022,07:46:17,27.1,14.0,-2.6,21.6,2022-03-15 07:46:17
3508,3509,03-15-2022,07:47:17,27.2,14.0,-2.5,21.8,2022-03-15 07:47:17
3509,3510,03-15-2022,07:48:17,27.2,14.0,-2.5,21.8,2022-03-15 07:48:17
3510,3511,03-15-2022,07:49:17,27.2,14.0,-2.5,21.8,2022-03-15 07:49:17
3511,3512,03-15-2022,07:50:17,27.2,14.0,-2.5,21.8,2022-03-15 07:50:17
3512,3513,03-15-2022,07:51:17,27.3,13.9,-2.6,21.7,2022-03-15 07:51:17
3513,3514,03-15-2022,07:52:17,27.3,13.9,-2.6,21.7,2022-03-15 07:52:17
3514,3515,03-15-2022,07:53:17,27.3,13.9,-2.6,21.7,2022-03-15 07:53:17
3515,3516,03-15-2022,07:54:17,27.4,13.9,-2.5,21.9,2022-03-15 07:54:17
3516,3517,03-15-2022,07:55:17,27.4,13.9,-2.5,21.9,2022-03-15 07:55:17
3517,3518,03-15-2022,07:56:17,27.4,13.9,-2.5,21.9,2022-03-15 07:56:17
3518,3519,03-15-2022,07:57:17,27.5,13.8,-2.5,21.8,2022-03-15 07:57:17
3519,3520,03-15-2022,07:58:17,27.5,13.9,-2.4,22.0,2022-03-15 07:58:17
3520,3521,03-15-2022,07:59:17,27.5,13.9,-2.4,22.0,2022-03-15 07:59:17
3521,3522,03-15-2022,08:00:17,27.6,13.8,-2.4,22.0,2022-03-15 08:00:17
3522,3523,03-15-2022,08:01:17,27.7,13.8,-2.3,22.1,2022-03-15 08:01:17
3523,3524,03-15-2022,08:02:17,27.8,13.7,-2.4,22.1,2022-03-15 08:02:17
3524,3525,03-15-2022,08:03:17,28.0,13.6,-2.3,22.2,2022-03-15 08:03:17
3525,3526,03-15-2022,08:04:17,28.1,13.5,-2.3,22.1,2022-03-15 08:04:17
3526,3527,03-15-2022,08:05:17,28.2,13.5,-2.2,22.2,2022-03-15 08:05:17
3527,3528,03-15-2022,08:06:17,28.3,13.4,-2.3,22.2,2022-03-15 08:06:17
3528,3529,03-15-2022,08:07:17,28.4,13.3,-2.3,22.2,2022-03-15 08:07:17
3529,3530,03-15-2022,08:08:17,28.5,13.2,-2.3,22.1,2022-03-15 08:08:17
3530,3531,03-15-2022,08:09:17,28.6,13.2,-2.2,22.3,2022-03-15 08:09:17
3531,3532,03-15-2022,08:10:17,28.6,13.1,-2.3,22.1,2022-03-15 08:10:17
3532,3533,03-15-2022,08:11:17,28.7,13.1,-2.3,22.2,2022-03-15 08:11:17
3533,3534,03-15-2022,08:12:17,28.8,13.1,-2.2,22.4,2022-03-15 08:12:17
3534,3535,03-15-2022,08:13:17,28.8,13.0,-2.3,22.2,2022-03-15 08:13:17
3535,3536,03-15-2022,08:14:17,28.8,12.9,-2.4,22.0,2022-03-15 08:14:17
3536,3537,03-15-2022,08:15:17,28.9,12.9,-2.3,22.1,2022-03-15 08:15:17
3537,3538,03-15-2022,08:16:17,28.9,12.9,-2.3,22.1,2022-03-15 08:16:17
3538,3539,03-15-2022,08:17:17,28.9,12.9,-2.3,22.1,2022-03-15 08:17:17
3539,3540,03-15-2022,08:18:17,28.9,12.9,-2.3,22.1,2022-03-15 08:18:17
3540,3541,03-15-2022,08:19:17,28.9,12.9,-2.3,22.1,2022-03-15 08:19:17
3541,3542,03-15-2022,08:20:17,28.9,12.9,-2.3,22.1,2022-03-15 08:20:17
3542,3543,03-15-2022,08:21:17,28.9,13.0,-2.2,22.3,2022-03-15 08:21:17
3543,3544,03-15-2022,08:22:17,28.9,12.9,-2.3,22.1,2022-03-15 08:22:17
3544,3545,03-15-2022,08:23:17,28.9,13.0,-2.2,22.3,2022-03-15 08:23:17
3545,3546,03-15-2022,08:24:17,28.9,12.9,-2.3,22.1,2022-03-15 08:24:17
3546,3547,03-15-2022,08:25:17,28.9,12.9,-2.3,22.1,2022-03-15 08:25:17
3547,3548,03-15-2022,08:26:17,28.9,12.9,-2.3,22.1,2022-03-15 08:26:17
3548,3549,03-15-2022,08:27:17,28.9,12.9,-2.3,22.1,2022-03-15 08:27:17
3549,3550,03-15-2022,08:28:17,28.9,13.0,-2.2,22.3,2022-03-15 08:28:17
3550,3551,03-15-2022,08:29:17,28.9,13.0,-2.2,22.3,2022-03-15 08:29:17
3551,3552,03-15-2022,08:30:17,28.9,13.0,-2.2,22.3,2022-03-15 08:30:17
3552,3553,03-15-2022,08:31:17,28.9,13.0,-2.2,22.3,2022-03-15 08:31:17
3553,3554,03-15-2022,08:32:17,28.9,13.1,-2.1,22.5,2022-03-15 08:32:17
3554,3555,03-15-2022,08:33:17,28.9,13.1,-2.1,22.5,2022-03-15 08:33:17
3555,3556,03-15-2022,08:34:17,28.8,13.1,-2.2,22.4,2022-03-15 08:34:17
3556,3557,03-15-2022,08:35:17,28.8,13.1,-2.2,22.4,2022-03-15 08:35:17
3557,3558,03-15-2022,08:36:17,28.8,13.2,-2.1,22.5,2022-03-15 08:36:17
3558,3559,03-15-2022,08:37:17,28.8,13.2,-2.1,22.5,2022-03-15 08:37:17
3559,3560,03-15-2022,08:38:17,28.8,13.2,-2.1,22.5,2022-03-15 08:38:17
3560,3561,03-15-2022,08:39:17,28.8,13.2,-2.1,22.5,2022-03-15 08:39:17
3561,3562,03-15-2022,08:40:17,28.8,13.2,-2.1,22.5,2022-03-15 08:40:17
3562,3563,03-15-2022,08:41:17,28.7,13.2,-2.2,22.4,2022-03-15 08:41:17
3563,3564,03-15-2022,08:42:17,28.7,13.3,-2.0,22.6,2022-03-15 08:42:17
3564,3565,03-15-2022,08:43:17,28.7,13.2,-2.2,22.4,2022-03-15 08:43:17
3565,3566,03-15-2022,08:44:17,28.7,13.3,-2.0,22.6,2022-03-15 08:44:17
3566,3567,03-15-2022,08:45:17,28.7,13.3,-2.0,22.6,2022-03-15 08:45:17
3567,3568,03-15-2022,08:46:17,28.7,13.3,-2.0,22.6,2022-03-15 08:46:17
3568,3569,03-15-2022,08:47:17,28.7,13.2,-2.2,22.4,2022-03-15 08:47:17
3569,3570,03-15-2022,08:48:17,28.7,13.2,-2.2,22.4,2022-03-15 08:48:17
3570,3571,03-15-2022,08:49:17,28.7,13.3,-2.0,22.6,2022-03-15 08:49:17
3571,3572,03-15-2022,08:50:17,28.6,13.4,-2.0,22.6,2022-03-15 08:50:17
3572,3573,03-15-2022,08:51:17,28.6,13.4,-2.0,22.6,2022-03-15 08:51:17
3573,3574,03-15-2022,08:52:17,28.6,13.4,-2.0,22.6,2022-03-15 08:52:17
3574,3575,03-15-2022,08:53:17,28.6,13.4,-2.0,22.6,2022-03-15 08:53:17
3575,3576,03-15-2022,08:54:17,28.6,13.4,-2.0,22.6,2022-03-15 08:54:17
3576,3577,03-15-2022,08:55:17,28.5,13.4,-2.1,22.5,2022-03-15 08:55:17
3577,3578,03-15-2022,08:56:17,28.5,13.4,-2.1,22.5,2022-03-15 08:56:17
